ID,Date,Location_ID,Hydrologic,Parameter,Fraction,Value,Units,Method_name,Method_source
nwismd.01.02001026,7/23/2020,USGS-01646580,Falling stage,Total dissolved solids,Dissolved,153,mg/l,Computation by NWIS algorithm,"NWIS User's Manual, QW System, Section 3.6.7"
nwismd.01.02001026,7/23/2020,USGS-01646580,Falling stage,Total dissolved solids,Dissolved,1530,tons/day,Computation by NWIS algorithm,"NWIS User's Manual, QW System, Section 3.6.7"
nwismd.01.02001026,7/23/2020,USGS-01646580,Falling stage,Total dissolved solids,Dissolved,0.22,tons/ac ft,Computation by NWIS algorithm,"NWIS User's Manual, QW System, Section 3.6.7"
nwismd.01.02000319,12/19/2019,USGS-01646580,Peak stage,"Temperature, water",,1.5,deg C,"Temperature, water, thermistor","USGS National Field Manual, Chapter A6.1"
nwismd.01.02000319,12/19/2019,USGS-01646580,Peak stage,pH,Total,7.7,std units,"pH, field, electrometric","USGS National Field Manual, Chapter A6.4"
nwismd.01.02100133,12/1/2020,USGS-01646580,Peak stage,"Temperature, water",,9.8,deg C,"Temperature, water, thermistor","USGS National Field Manual, Chapter A6.1"
nwismd.01.02100133,12/1/2020,USGS-01646580,Peak stage,pH,Total,8.1,std units,"pH, field, electrometric","USGS National Field Manual, Chapter A6.4"
nwismd.01.02100133,12/1/2020,USGS-01646580,Peak stage,Carbon dioxide,Total,1.6,mg/l,Computation by NWIS algorithm,"NWIS User's Manual, QW System, Section 3.6.7"
nwismd.01.02100133,12/1/2020,USGS-01646580,Peak stage,Bicarbonate,Dissolved,121,mg/l,"Alkalinity, IPT, Hach, ASM","Rounds, 2007, Alkalinity calculation methods"
nwismd.01.02100133,12/1/2020,USGS-01646580,Peak stage,Alkalinity,Dissolved,99.9,mg/l CaCO3,"Alkalinity, IPT, Hach",USGS National Field Manual
nwismd.01.01901352,6/18/2019,USGS-01646580,"Stable, normal stage","Temperature, water",,25.8,deg C,"Temperature, water, thermistor","USGS National Field Manual, Chapter A6.1"
nwismd.01.01901352,6/18/2019,USGS-01646580,"Stable, normal stage",pH,Total,8.2,std units,"pH, field, electrometric","USGS National Field Manual, Chapter A6.4"
nwismd.01.01901352,6/18/2019,USGS-01646580,"Stable, normal stage",pH,Total,8.3,std units,"pH, lab, auto glass electrode","USGS TWRI 5-A1/1989, p 363"
nwismd.01.01901352,6/18/2019,USGS-01646580,"Stable, normal stage",Carbon dioxide,Total,1.2,mg/l,Computation by NWIS algorithm,"NWIS User's Manual, QW System, Section 3.6.7"
nwismd.01.01901352,6/18/2019,USGS-01646580,"Stable, normal stage",Bicarbonate,Dissolved,136,mg/l,"Alkalinity, IPT, Hach, ASM","Rounds, 2007, Alkalinity calculation methods"
nwismd.01.01901352,6/18/2019,USGS-01646580,"Stable, normal stage","Hardness, Ca, Mg",,154,mg/l CaCO3,Computation by NWIS algorithm,"NWIS User's Manual, QW System, Section 3.6.7"
nwismd.01.01901352,6/18/2019,USGS-01646580,"Stable, normal stage",Calcium,Dissolved,42.6,mg/l,"Metals, wf, ICP-AES (NWQL)","USGS OF 93-125, p 101"
nwismd.01.01901352,6/18/2019,USGS-01646580,"Stable, normal stage",Magnesium,Dissolved,11.4,mg/l,"Metals, wf, ICP-AES (NWQL)","USGS OF 93-125, p 101"
nwismd.01.01901352,6/18/2019,USGS-01646580,"Stable, normal stage",Sodium,Dissolved,10.8,mg/l,"Metals, wf, ICP-AES (NWQL)","USGS OF 93-125, p 101"
nwismd.01.01901352,6/18/2019,USGS-01646580,"Stable, normal stage",Potassium,Dissolved,2.62,mg/l,"Potassium, wf, by ICP-OES",Standard Methods
nwismd.01.01901352,6/18/2019,USGS-01646580,"Stable, normal stage",Chloride,Dissolved,18.8,mg/l,"Anions, wf, IC","Standard Methods (22d ed), 2012, p 4-5 - 4-7"
nwismd.01.01901352,6/18/2019,USGS-01646580,"Stable, normal stage",Sulfate,Dissolved,30,mg/l,"Anions, wf, IC","Standard Methods (22d ed), 2012, p 4-5 - 4-7"
nwismd.01.01901352,6/18/2019,USGS-01646580,"Stable, normal stage",Alkalinity,Dissolved,116,mg/l CaCO3,"Alkalinity, titr. pH 4.5 (NWQL)","USGS TWRI 5-A1/1989, p 57"
nwismd.01.01901352,6/18/2019,USGS-01646580,"Stable, normal stage",Alkalinity,Dissolved,114,mg/l CaCO3,"Alkalinity, IPT, Hach",USGS National Field Manual
nwismd.01.01901352,6/18/2019,USGS-01646580,"Stable, normal stage",Total dissolved solids,Dissolved,211,mg/l,"ROE, wf, 180C, by weight (NWQL)","USGS TWRI 5-A1/1989, p 437"
nwismd.01.01901352,6/18/2019,USGS-01646580,"Stable, normal stage",Total dissolved solids,Dissolved,196,mg/l,Computation by NWIS algorithm,"NWIS User's Manual, QW System, Section 3.6.7"
nwismd.01.01901352,6/18/2019,USGS-01646580,"Stable, normal stage",Total dissolved solids,Dissolved,3950,tons/day,Computation by NWIS algorithm,"NWIS User's Manual, QW System, Section 3.6.7"
nwismd.01.01901352,6/18/2019,USGS-01646580,"Stable, normal stage",Total dissolved solids,Dissolved,0.29,tons/ac ft,Computation by NWIS algorithm,"NWIS User's Manual, QW System, Section 3.6.7"
nwismd.01.01900838,2/25/2019,USGS-01646580,Rising stage,"Temperature, water",,5.3,deg C,"Temperature, water, thermistor","USGS National Field Manual, Chapter A6.1"
nwismd.01.01900838,2/25/2019,USGS-01646580,Rising stage,pH,Total,7.8,std units,"pH, field, electrometric","USGS National Field Manual, Chapter A6.4"
nwismd.01.01900838,2/25/2019,USGS-01646580,Rising stage,pH,Total,8.2,std units,"pH, lab, auto glass electrode","USGS TWRI 5-A1/1989, p 363"
nwismd.01.01900838,2/25/2019,USGS-01646580,Rising stage,Carbon dioxide,Total,2.2,mg/l,Computation by NWIS algorithm,"NWIS User's Manual, QW System, Section 3.6.7"
nwismd.01.01900838,2/25/2019,USGS-01646580,Rising stage,Bicarbonate,Dissolved,81.2,mg/l,"Alkalinity, IPT, Hach, ASM","Rounds, 2007, Alkalinity calculation methods"
nwismd.01.01900838,2/25/2019,USGS-01646580,Rising stage,"Hardness, Ca, Mg",,93,mg/l CaCO3,Computation by NWIS algorithm,"NWIS User's Manual, QW System, Section 3.6.7"
nwismd.01.01900838,2/25/2019,USGS-01646580,Rising stage,Calcium,Dissolved,27.3,mg/l,"Metals, wf, ICP-AES (NWQL)","USGS OF 93-125, p 101"
nwismd.01.01900838,2/25/2019,USGS-01646580,Rising stage,Magnesium,Dissolved,6.01,mg/l,"Metals, wf, ICP-AES (NWQL)","USGS OF 93-125, p 101"
nwismd.01.01900838,2/25/2019,USGS-01646580,Rising stage,Sodium,Dissolved,12.4,mg/l,"Metals, wf, ICP-AES (NWQL)","USGS OF 93-125, p 101"
nwismd.01.01900838,2/25/2019,USGS-01646580,Rising stage,Potassium,Dissolved,1.97,mg/l,"Potassium, wf, by ICP-OES",Standard Methods
nwismd.01.01900838,2/25/2019,USGS-01646580,Rising stage,Chloride,Dissolved,22.4,mg/l,"Anions, wf, IC","Standard Methods (22d ed), 2012, p 4-5 - 4-7"
nwismd.01.01900838,2/25/2019,USGS-01646580,Rising stage,Sulfate,Dissolved,18,mg/l,"Anions, wf, IC","Standard Methods (22d ed), 2012, p 4-5 - 4-7"
nwismd.01.01900838,2/25/2019,USGS-01646580,Rising stage,Alkalinity,Dissolved,67.1,mg/l CaCO3,"Alkalinity, titr. pH 4.5 (NWQL)","USGS TWRI 5-A1/1989, p 57"
nwismd.01.01900838,2/25/2019,USGS-01646580,Rising stage,Alkalinity,Dissolved,66.9,mg/l CaCO3,"Alkalinity, IPT, Hach",USGS National Field Manual
nwismd.01.01900838,2/25/2019,USGS-01646580,Rising stage,Total dissolved solids,Dissolved,141,mg/l,Computation by NWIS algorithm,"NWIS User's Manual, QW System, Section 3.6.7"
nwismd.01.01900838,2/25/2019,USGS-01646580,Rising stage,Total dissolved solids,Dissolved,149,mg/l,"ROE, wf, 180C, by weight (NWQL)","USGS TWRI 5-A1/1989, p 437"
nwismd.01.01900838,2/25/2019,USGS-01646580,Rising stage,Total dissolved solids,Dissolved,25000,tons/day,Computation by NWIS algorithm,"NWIS User's Manual, QW System, Section 3.6.7"
nwismd.01.01900838,2/25/2019,USGS-01646580,Rising stage,Total dissolved solids,Dissolved,0.2,tons/ac ft,Computation by NWIS algorithm,"NWIS User's Manual, QW System, Section 3.6.7"
